-355.72	491.28	-1014.84
-399.36	497.16	-1016.16
-468.76	492.16	-1016.16
-545.48	479.6	-1016.76
-618.6	456.56	-1015.24
-679.92	429.32	-1012.04
-757.36	385.72	-1005.32
-808.64	343.68	-1002.96
-875.28	277.88	-995.44
-928.68	203.72	-982.16
-961.84	148.04	-975.8
-985.08	89.0	-970.56
-997.08	54.72	-965.2
-1021.12	-36.84	-952.48
-1025.12	-82.72	-949.2
-1029.36	-123.8	-939.64
-1022.44	-190.24	-929.24
-1014.56	-265.52	-922.72
-997.84	-323.2	-911.84
-984.56	-368.6	-906.72
-965.28	-414.96	-901.52
-925.84	-480.64	-892.56
-866.6	-557.0	-883.52
-815.8	-613.44	-878.16
-750.84	-665.4	-873.64
-697.84	-695.92	-869.12
-631.88	-731.64	-867.96
-577.64	-756.72	-865.16
-550.84	-762.04	-869.96
-489.16	-777.6	-870.24
-440.0	-788.28	-870.96
-360.96	-797.64	-878.64
-293.08	-796.24	-877.92
-205.64	-789.12	-886.32
-149.0	-785.32	-891.44
-87.92	-768.64	-896.88
-7.6	-750.96	-911.76
78.72	-716.84	-923.6
211.16	-604.36	-932.96
271.92	-533.84	-936.28
324.28	-438.48	-938.64
347.6	-337.84	-943.52
353.12	-267.0	-946.52
354.08	-192.32	-944.64
351.64	-157.28	-950.68
342.84	-66.72	-954.24
324.24	-0.16	-956.08
289.4	97.56	-962.48
241.24	160.88	-954.92
203.84	211.12	-959.88
148.52	275.32	-965.28
75.0	349.16	-972.4
-10.24	411.2	-978.8
-76.84	447.6	-985.8
-129.44	471.68	-990.76
-172.76	491.52	-992.0
-227.72	506.32	-995.04
-292.0	517.84	-1001.48
-327.76	522.44	-1001.92
